PM2.5,PM10,NO,NO2,NOx,NH3,CO,O3,AQI
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',112
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',101
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',107
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',131
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',150
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',106
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',108
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',117
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',100
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',109
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',125
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',295
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',67
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',115
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',131
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',105
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',146
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',90
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',88
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',88
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',90
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',123
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',106
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',126
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',88
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',88
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',97
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',104
'\'(115.81-135.105]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',163
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',252
'\'(154.4-173.695]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',37
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',205
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',99
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',91
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',107
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',194
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',88
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',94
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',120
'\'(19.335-38.63]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',98
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',92
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',36
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',155
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',120
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',138
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',127
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',204
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',131
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',135
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',66
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',121
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',117
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',22
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',82
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(1.044-1.566]\'','\'(-inf-10.858]\'',119
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(-inf-10.858]\'',86
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',84
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',63
'\'(-inf-19.335]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(-inf-9.818]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',120
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(15.497-20.656]\'','\'(68.666-78.474]\'','\'(-inf-9.999]\'','\'(51.994-inf)\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',?
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',87
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',78
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(40.442-46.218]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',49
'\'(-inf-19.335]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(-inf-9.999]\'','\'(51.994-inf)\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',?
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',85
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(78.474-88.282]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',97
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(15.497-20.656]\'','\'(78.474-88.282]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',93
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',?
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(78.474-88.282]\'','\'(19.998-29.997]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',92
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',66
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',65
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',66
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',70
'\'(-inf-19.335]\'','\'(-inf-23.46]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',59
'\'(-inf-19.335]\'','\'(-inf-23.46]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(46.218-51.994]\'','\'(-inf-0.522]\'','\'(-inf-10.858]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',?
'\'(-inf-19.335]\'','\'(-inf-23.46]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',62
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',52
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',52
'\'(-inf-19.335]\'','\'(-inf-23.46]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',34
'\'(-inf-19.335]\'','\'(-inf-23.46]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',?
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',66
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',82
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',86
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',100
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',103
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',70
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',55
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',72
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',47
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',73
'\'(-inf-19.335]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',56
'\'(-inf-19.335]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',63
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',55
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',65
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',?
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',106
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(19.998-29.997]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',104
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',97
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',97
