PM2.5,PM10,NO,NO2,NOx,NH3,CO,O3,AQI
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(17.338-23.114]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',77
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',82
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',76
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',72
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',74
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',77
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(17.338-23.114]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',86
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',96
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',90
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',79
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',83
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',86
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',73
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',82
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',85
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',91
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',76
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',95
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',80
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',93
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',97
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',85
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',81
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',75
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',93
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',101
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',94
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',78
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',79
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',106
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',121
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',111
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(54.25-65.098]\'',114
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',106
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',86
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',66
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',81
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',90
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',87
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',82
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',108
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',100
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',97
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(17.338-23.114]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',98
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(17.338-23.114]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',102
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',115
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(39.242-49.05]\'','\'(49.995-59.994]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',112
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',111
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',102
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',94
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',79
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',82
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',86
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',96
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',96
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',105
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',101
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',103
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',87
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',80
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',84
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',111
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(49.05-58.858]\'','\'(49.995-59.994]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',128
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',120
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',99
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',103
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',101
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',94
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',90
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',78
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',81
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',82
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',107
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',104
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',112
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',98
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',95
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',101
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',103
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(54.25-65.098]\'',137
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',131
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',117
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',100
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',93
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',91
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',99
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',93
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',95
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',97
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',90
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',86
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',88
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',79
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',77
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',78
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',91
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',100
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(54.25-65.098]\'',103
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',99
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(32.554-43.402]\'',85
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',106
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',70
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',61
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',67
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',70
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',66
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',72
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',68
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',64
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',70
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',82
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',74
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(-inf-9.818]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',77
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',65
'\'(-inf-19.335]\'','\'(-inf-23.46]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',62
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',67
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',65
'\'(19.335-38.63]\'','\'(-inf-23.46]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',76
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',70
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',64
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',72
